地区コード,線区コード,駅順コード,会社名,線区名,駅名,備考,緯度,経度
1,a5,1e,東武鉄道,野田,流山おおたかの森,,0,0
1,a5,21,東武鉄道,野田,柏,,0,0
1,a5,23,東武鉄道,野田,新柏,,0,0
1,a5,24,東武鉄道,野田,増尾,,0,0
1,a5,25,東武鉄道,野田,逆井,,0,0
1,a5,27,東武鉄道,野田,高柳,,0,0
1,a5,28,東武鉄道,野田,六実,,0,0
1,a5,29,東武鉄道,野田,新鎌ヶ谷,,0,0
1,a5,2a,東武鉄道,野田,鎌ヶ谷,,0,0
1,a5,2c,東武鉄道,野田,馬込沢,,0,0
1,a5,2f,東武鉄道,野田,新船橋,,0,0
1,a5,30,東武鉄道,野田,船橋,,0,0
1,a8,1,東武鉄道,伊勢崎,曳舟,押上支線,0,0
1,a8,3,東武鉄道,伊勢崎,押上,押上支線,0,0
1,a9,1,東武鉄道,東上本,池袋,,0,0
1,a9,2,東武鉄道,東上本,北池袋,,0,0
1,a9,3,東武鉄道,東上本,下板橋,,0,0
1,a9,4,東武鉄道,東上本,大山,,0,0
1,a9,5,東武鉄道,東上本,中板橋,,0,0
1,a9,6,東武鉄道,東上本,ときわ台,,0,0
1,a9,7,東武鉄道,東上本,上板橋,,0,0
1,a9,8,東武鉄道,東上本,東武練馬,,0,0
1,a9,9,東武鉄道,東上本,下赤塚,,0,0
1,a9,a,東武鉄道,東上本,成増,,0,0
1,a9,c,東武鉄道,東上本,和光市,,0,0
1,a9,d,東武鉄道,東上本,朝霞,,0,0
1,a9,e,東武鉄道,東上本,朝霞台,,0,0
1,a9,f,東武鉄道,東上本,志木,,0,0
1,a9,10,東武鉄道,東上本,柳瀬川,,0,0
1,a9,11,東武鉄道,東上本,みずほ台,,0,0
1,a9,12,東武鉄道,東上本,鶴瀬,,0,0
1,a9,13,東武鉄道,東上本,ふじみ野,,0,0
1,a9,14,東武鉄道,東上本,上福岡,,0,0
1,a9,16,東武鉄道,東上本,新河岸,,0,0
1,a9,18,東武鉄道,東上本,川越,,0,0
1,a9,19,東武鉄道,東上本,川越市,,0,0
1,a9,1b,東武鉄道,東上本,霞ヶ関,,0,0
1,a9,1d,東武鉄道,東上本,鶴ヶ島,,0,0
1,a9,1e,東武鉄道,東上本,若葉,,0,0
1,a9,1f,東武鉄道,東上本,坂戸,,0,0
1,a9,20,東武鉄道,東上本,北坂戸,,0,0
1,a9,22,東武鉄道,東上本,高坂,,0,0
1,a9,24,東武鉄道,東上本,東松山,,0,0
1,a9,26,東武鉄道,東上本,森林公園,,0,0
1,a9,29,東武鉄道,東上本,武蔵嵐山,,0,0
1,a9,2c,東武鉄道,東上本,小川町,,0,0
1,a9,30,東武鉄道,東上本,男衾,,0,0
1,a9,34,東武鉄道,東上本,寄居,,0,0
1,aa,1,東武鉄道,越生,坂戸,,0,0
1,aa,5,東武鉄道,越生,川角,,0,0
1,ad,11,野岩鉄道,野岩鉄道,新藤原,,0,0
1,af,1,京成電鉄,本,京成上野,,0,0
1,af,3,京成電鉄,本,日暮里,,0,0
1,af,4,京成電鉄,本,新三河島,,0,0
1,af,5,京成電鉄,本,町屋,,0,0
1,af,6,京成電鉄,本,千住大橋,,0,0
1,af,7,京成電鉄,本,京成関屋,,0,0
1,af,8,京成電鉄,本,堀切菖蒲園,,0,0
1,af,9,京成電鉄,本,お花茶屋,,0,0
1,af,a,京成電鉄,本,青砥,,0,0
1,af,b,京成電鉄,本,京成高砂,,0,0
1,af,d,京成電鉄,本,京成小岩,,0,0
1,af,e,京成電鉄,本,江戸川,,0,0
1,af,f,京成電鉄,本,国府台,,0,0
1,af,10,京成電鉄,本,市川真間,,0,0
1,af,11,京成電鉄,本,菅野,,0,0
1,af,12,京成電鉄,本,京成八幡,,0,0
1,af,13,京成電鉄,本,鬼越,,0,0
1,af,14,京成電鉄,本,京成中山,,0,0
1,af,15,京成電鉄,本,東中山,,0,0
1,af,16,京成電鉄,本,京成西船,,0,0
1,af,17,京成電鉄,本,海神,,0,0
1,af,19,京成電鉄,本,京成船橋,,0,0
1,af,1b,京成電鉄,本,大神宮下,,0,0
1,af,1c,京成電鉄,本,船橋競馬場,,0,0
1,af,1d,京成電鉄,本,谷津,,0,0
1,af,1f,京成電鉄,本,京成津田沼,,0,0
1,af,21,京成電鉄,本,京成大久保,,0,0
1,af,23,京成電鉄,本,実籾,,0,0
1,af,25,京成電鉄,本,八千代台,,0,0
1,af,27,京成電鉄,本,京成大和田,,0,0
1,af,29,京成電鉄,本,勝田台,,0,0
1,af,2b,京成電鉄,本,志津,,0,0
1,af,2c,京成電鉄,本,ユーカリが丘,,0,0
1,af,2e,京成電鉄,本,京成臼井,,0,0
1,af,31,京成電鉄,本,京成佐倉,,0,0
1,af,33,京成電鉄,本,大佐倉,,0,0
1,af,35,京成電鉄,本,京成酒々井,,0,0
1,af,37,京成電鉄,本,宗吾参道,,0,0
1,af,39,京成電鉄,本,公津の杜,,0,0
1,af,3a,京成電鉄,本,京成成田,,0,0
1,af,3d,京成電鉄,東成田,東成田,,0,0
1,b0,1,京成電鉄,押上,青砥,,0,0
1,b0,2,京成電鉄,押上,京成立石,,0,0
1,b0,3,京成電鉄,押上,四ッ木,,0,0
1,b0,4,京成電鉄,押上,八広,,0,0
1,b0,5,京成電鉄,押上,京成曳舟,,0,0
1,b0,6,京成電鉄,押上,押上,,0,0
1,b1,1,京成電鉄,金町,京成高砂,,0,0
1,b1,2,京成電鉄,金町,柴又,,0,0
1,b1,4,京成電鉄,金町,金町,,0,0
1,b2,1,京成電鉄,千葉,京成津田沼,,0,0
1,b2,3,京成電鉄,千葉,京成幕張本郷,,0,0
1,b2,4,京成電鉄,千葉,京成幕張,,0,0
1,b2,6,京成電鉄,千葉,検見川,,0,0
1,b2,8,京成電鉄,千葉,京成稲毛,,0,0
1,b2,a,京成電鉄,千葉,みどり台,,0,0
1,b2,b,京成電鉄,千葉,西登戸,,0,0
1,b2,c,京成電鉄,千葉,新千葉,,0,0
1,b2,d,京成電鉄,千葉,京成千葉,,0,0
1,b2,e,京成電鉄,千葉,千葉中央,,0,0
1,b3,1,京成電鉄,本,京成成田,成田空港高速鉄道,0,0
1,b3,4,京成電鉄,本,空港第2ビル,成田空港高速鉄道,0,0
1,b3,5,京成電鉄,本,成田空港,成田空港高速鉄道,0,0
1,b5,1,京成電鉄,千原,千葉中央,,0,0
1,b5,4,京成電鉄,千原,千葉寺,,0,0
1,b5,9,京成電鉄,千原,学園前,,0,0
1,b5,e,京成電鉄,千原,ちはら台,,0,0
1,b6,1,新京成電鉄,新京成,松戸,,0,0
1,b6,2,新京成電鉄,新京成,上本郷,,0,0
1,b6,3,新京成電鉄,新京成,松戸新田,,0,0
1,b6,4,新京成電鉄,新京成,みのり台,,0,0
1,b6,5,新京成電鉄,新京成,八柱,,0,0
1,b6,6,新京成電鉄,新京成,常盤平,,0,0
1,b6,8,新京成電鉄,新京成,五香,,0,0
1,b6,9,新京成電鉄,新京成,元山,,0,0
1,b6,a,新京成電鉄,新京成,くぬぎ山,,0,0
1,b6,b,新京成電鉄,新京成,北初富,,0,0
1,b6,c,新京成電鉄,新京成,新鎌ヶ谷,,0,0
1,b6,d,新京成電鉄,新京成,初富,,0,0
1,b6,e,新京成電鉄,新京成,鎌ヶ谷大仏,,0,0
1,b6,f,新京成電鉄,新京成,二和向台,,0,0
1,b6,10,新京成電鉄,新京成,三咲,,0,0
1,b6,11,新京成電鉄,新京成,滝不動,,0,0
1,b6,12,新京成電鉄,新京成,高根公団,,0,0
1,b6,13,新京成電鉄,新京成,高根木戸,,0,0
1,b6,14,新京成電鉄,新京成,北習志野,,0,0
1,b6,15,新京成電鉄,新京成,習志野,,0,0
1,b6,16,新京成電鉄,新京成,薬園台,,0,0
1,b6,17,新京成電鉄,新京成,前原,,0,0
1,b6,18,新京成電鉄,新京成,新津田沼,,0,0
1,b6,19,新京成電鉄,新京成,京成津田沼,,0,0
1,b8,1,東葉高速鉄道,東葉高速,西船橋,,0,0
1,b8,3,東葉高速鉄道,東葉高速,東海神,,0,0
1,b8,6,東葉高速鉄道,東葉高速,飯山満,,0,0
1,b8,8,東葉高速鉄道,東葉高速,北習志野,,0,0
1,b8,9,東葉高速鉄道,東葉高速,船橋日大前,,0,0
1,b8,b,東葉高速鉄道,東葉高速,八千代緑が丘,,0,0
1,b8,e,東葉高速鉄道,東葉高速,八千代中央,,0,0
1,b8,10,東葉高速鉄道,東葉高速,村上,,0,0
1,b8,11,東葉高速鉄道,東葉高速,東葉勝田台,,0,0
1,b9,1,北総鉄道,北総,京成高砂,,0,0
1,b9,2,北総鉄道,北総,新柴又,,0,0
1,b9,3,北総鉄道,北総,矢切,,0,0
1,b9,4,北総鉄道,北総,北国分,,0,0
1,b9,6,北総鉄道,北総,秋山,,0,0
1,b9,7,北総鉄道,北総,東松戸,,0,0
1,b9,c,北総鉄道,北総,松飛台,,0,0
1,b9,e,北総鉄道,北総,大町,,0,0
1,b9,10,北総鉄道,北総,新鎌ケ谷,,0,0
1,b9,12,北総鉄道,北総,西白井,,0,0
1,b9,14,北総鉄道,北総,白井,,0,0
1,b9,16,北総鉄道,北総,小室,,0,0
1,b9,19,北総鉄道,北総,千葉ニュータウン中央,,0,0
1,b9,1d,北総鉄道,北総,印西牧の原,,0,0
1,b9,21,北総鉄道,北総,印旛日本医大,,0,0
1,ba,1,西武鉄道,池袋,池袋,,0,0
1,ba,3,西武鉄道,池袋,椎名町,,0,0
1,ba,4,西武鉄道,池袋,東長崎,,0,0
1,ba,5,西武鉄道,池袋,江古田,,0,0
1,ba,6,西武鉄道,池袋,桜台,,0,0
1,ba,7,西武鉄道,池袋,練馬,,0,0
1,ba,8,西武鉄道,豊島,豊島園,,0,0
1,ba,9,西武鉄道,西武有楽町,小竹向原,,0,0
1,ba,a,西武鉄道,西武有楽町,新桜台,,0,0
1,ba,b,西武鉄道,池袋,中村橋,,0,0
1,ba,c,西武鉄道,池袋,富士見台,,0,0
1,ba,d,西武鉄道,池袋,練馬高野台,,0,0
1,ba,e,西武鉄道,池袋,石神井公園,,0,0
1,ba,f,西武鉄道,池袋,大泉学園,,0,0
1,ba,10,西武鉄道,池袋,保谷,,0,0
1,ba,12,西武鉄道,池袋,ひばりケ丘,,0,0
1,ba,13,西武鉄道,池袋,東久留米,,0,0
1,ba,14,西武鉄道,池袋,清瀬,,0,0
1,ba,16,西武鉄道,池袋,秋津,,0,0
1,ba,1d,西武鉄道,池袋,所沢,,0,0
1,ba,1e,西武鉄道,池袋,西所沢,,0,0
1,ba,22,西武鉄道,池袋,西武球場前,,0,0
1,ba,24,西武鉄道,池袋,小手指,,0,0
1,ba,26,西武鉄道,池袋,狭山ヶ丘,,0,0
1,ba,27,西武鉄道,池袋,武蔵藤沢,,0,0
1,ba,2a,西武鉄道,池袋,稲荷山公園,,0,0
1,ba,2b,西武鉄道,池袋,入間市,,0,0
1,ba,2d,西武鉄道,池袋,仏子,,0,0
1,ba,2e,西武鉄道,池袋,元加治,,0,0
1,ba,30,西武鉄道,池袋,飯能,,0,0
1,ba,47,西武鉄道,西武秩父,西武秩父,,0,0
1,bd,1,西武鉄道,新宿,西武新宿,,0,0
1,bd,3,西武鉄道,新宿,高田馬場,,0,0
1,bd,4,西武鉄道,新宿,下落合,,0,0
1,bd,5,西武鉄道,新宿,中井,,0,0
1,bd,6,西武鉄道,新宿,新井薬師前,,0,0
1,bd,7,西武鉄道,新宿,沼袋,,0,0
1,bd,8,西武鉄道,新宿,野方,,0,0
1,bd,9,西武鉄道,新宿,都立家政,,0,0
1,bd,a,西武鉄道,新宿,鷺ノ宮,,0,0
1,bd,b,西武鉄道,新宿,下井草,,0,0
1,bd,c,西武鉄道,新宿,井荻,,0,0
1,bd,d,西武鉄道,新宿,上井草,,0,0
1,bd,e,西武鉄道,新宿,上石神井,,0,0
1,bd,f,西武鉄道,新宿,武蔵関,,0,0
1,bd,10,西武鉄道,新宿,東伏見,,0,0
1,bd,11,西武鉄道,新宿,西武柳沢,,0,0
1,bd,12,西武鉄道,新宿,田無,,0,0
1,bd,14,西武鉄道,新宿,花小金井,,0,0
1,bd,16,西武鉄道,新宿,小平,,0,0
1,bd,18,西武鉄道,新宿,久米川,,0,0
1,bd,19,西武鉄道,新宿,東村山,,0,0
1,bd,1d,西武鉄道,新宿,所沢,,0,0
1,bd,1f,西武鉄道,新宿,航空公園,,0,0
1,bd,20,西武鉄道,新宿,新所沢,,0,0
1,bd,23,西武鉄道,新宿,入曽,,0,0
1,bd,25,西武鉄道,新宿,狭山市,,0,0
1,bd,29,西武鉄道,新宿,南大塚,,0,0
1,bd,2e,西武鉄道,新宿,本川越,,0,0
1,be,1,西武鉄道,国分寺,国分寺,,0,0
1,be,4,西武鉄道,国分寺,鷹の台,,0,0
1,be,9,西武鉄道,国分寺,小川,,0,0
1,bf,1,西武鉄道,拝島,拝島,,0,0
1,bf,3,西武鉄道,拝島,西武立川,,0,0
1,bf,6,西武鉄道,拝島,玉川上水,,0,0
1,c0,3,西武鉄道,多摩湖,一橋学園,,0,0
1,c0,b,西武鉄道,多摩湖,八坂,,0,0
1,c0,11,西武鉄道,多摩湖,西武球場前,,0,0
1,c1,3,西武鉄道,豊島,新桜台,,0,0
1,c1,8,西武鉄道,豊島,豊島園,,0,0
1,c2,1,西武鉄道,多摩川,武蔵境,,0,0
1,c2,4,西武鉄道,多摩川,多磨,,0,0
1,c2,5,西武鉄道,多摩川,白糸台,,0,0
1,c2,6,西武鉄道,多摩川,競艇場前,,0,0
1,c2,7,西武鉄道,多摩川,是政,,0,0
1,c4,5,首都圏新都市鉄道,つくばエクスプレス,秋葉原,,0,0
1,c4,7,首都圏新都市鉄道,つくばエクスプレス,新御徒町,,0,0
1,c4,9,首都圏新都市鉄道,つくばエクスプレス,浅草,,0,0
1,c4,b,首都圏新都市鉄道,つくばエクスプレス,南千住,,0,0
1,c4,d,首都圏新都市鉄道,つくばエクスプレス,北千住,,0,0
1,c4,10,首都圏新都市鉄道,つくばエクスプレス,青井,,0,0
1,c4,12,首都圏新都市鉄道,つくばエクスプレス,六町,,0,0
1,c4,15,首都圏新都市鉄道,つくばエクスプレス,八潮,,0,0
1,c4,18,首都圏新都市鉄道,つくばエクスプレス,三郷中央,,0,0
1,c4,1a,首都圏新都市鉄道,つくばエクスプレス,南流山,,0,0
1,c4,1c,首都圏新都市鉄道,つくばエクスプレス,流山セントラルパーク,,0,0
1,c4,1e,首都圏新都市鉄道,つくばエクスプレス,流山おおたかの森,,0,0
1,c4,21,首都圏新都市鉄道,つくばエクスプレス,柏の葉キャンパス,,0,0
1,c4,27,首都圏新都市鉄道,つくばエクスプレス,守谷,,0,0
1,c4,2a,首都圏新都市鉄道,つくばエクスプレス,みらい平,,0,0
1,c4,33,首都圏新都市鉄道,つくばエクスプレス,研究学園,,0,0
1,c4,36,首都圏新都市鉄道,つくばエクスプレス,つくば,,0,0
1,c4,36,首都圏新都市鉄道,つくばエクスプレス,つくば,,0,0
1,c5,1,京王電鉄,本,新宿,,0,0
1,c5,2,京王電鉄,本,初台,,0,0
1,c5,3,京王電鉄,本,幡ケ谷,,0,0
1,c5,4,京王電鉄,本,笹塚,,0,0
1,c5,5,京王電鉄,本,代田橋,,0,0
1,c5,6,京王電鉄,本,明大前,,0,0
1,c5,7,京王電鉄,本,下高井戸,,0,0
1,c5,8,京王電鉄,本,桜上水,,0,0
1,c5,9,京王電鉄,本,上北沢,,0,0
1,c5,a,京王電鉄,本,八幡山,,0,0
1,c5,b,京王電鉄,本,芦花公園,,0,0
1,c5,c,京王電鉄,本,千歳烏山,,0,0
1,c5,d,京王電鉄,本,仙川,,0,0
1,c5,e,京王電鉄,本,つつじケ丘,,0,0
1,c5,f,京王電鉄,本,柴崎,,0,0
1,c5,10,京王電鉄,本,国領,,0,0
1,c5,11,京王電鉄,本,布田,,0,0
1,c5,12,京王電鉄,本,調布,,0,0
1,c5,13,京王電鉄,本,西調布,,0,0
1,c5,14,京王電鉄,本,飛田給,,0,0
1,c5,15,京王電鉄,本,武蔵野台,,0,0
1,c5,16,京王電鉄,本,多磨霊園,,0,0
1,c5,17,京王電鉄,本,東府中,,0,0
1,c5,18,京王電鉄,本,府中,,0,0
1,c5,19,京王電鉄,本,分倍河原,,0,0
1,c5,1a,京王電鉄,本,中河原,,0,0
1,c5,1b,京王電鉄,本,聖蹟桜ケ丘,,0,0
1,c5,1c,京王電鉄,本,百草園,,0,0
1,c5,1d,京王電鉄,本,高幡不動,,0,0
1,c5,1e,京王電鉄,本,南平,,0,0
1,c5,1f,京王電鉄,本,平山城址公園,,0,0
1,c5,20,京王電鉄,本,長沼,,0,0
1,c5,21,京王電鉄,本,北野,,0,0
1,c5,22,京王電鉄,本,京王八王子,,0,0
1,c7,1,京王電鉄,相模原,調布,,0,0
1,c7,2,京王電鉄,相模原,京王多摩川,,0,0
1,c7,3,京王電鉄,相模原,京王稲田堤,,0,0
1,c7,4,京王電鉄,相模原,京王よみうりランド,,0,0
1,c7,5,京王電鉄,相模原,稲城,,0,0
1,c7,6,京王電鉄,相模原,若葉台,,0,0
1,c7,7,京王電鉄,相模原,京王永山,,0,0
1,c7,8,京王電鉄,相模原,京王多摩センター,,0,0
1,c7,9,京王電鉄,相模原,京王堀之内,,0,0
1,c7,a,京王電鉄,相模原,南大沢,,0,0
1,c7,b,京王電鉄,相模原,多摩境,,0,0
1,c7,c,京王電鉄,相模原,橋本,,0,0
1,c8,1,京王電鉄,高尾,北野,,0,0
1,c8,2,京王電鉄,高尾,京王片倉,,0,0
1,c8,3,京王電鉄,高尾,山田,,0,0
1,c8,4,京王電鉄,高尾,めじろ台,,0,0
1,c8,5,京王電鉄,高尾,狭間,,0,0
1,c8,6,京王電鉄,高尾,高尾,,0,0
1,c8,7,京王電鉄,高尾,高尾山口,,0,0
1,c9,1,京王電鉄,競馬場,東府中,,0,0
1,c9,2,京王電鉄,競馬場,府中競馬正門前,,0,0
1,ca,1,京王電鉄,動物園,高幡不動,,0,0
1,ca,2,京王電鉄,動物園,多摩動物公園,,0,0
1,cb,1,京王電鉄,井の頭,渋谷,,0,0
1,cb,2,京王電鉄,井の頭,神泉,,0,0
1,cb,3,京王電鉄,井の頭,駒場東大前,,0,0
1,cb,4,京王電鉄,井の頭,池ノ上,,0,0
1,cb,5,京王電鉄,井の頭,下北沢,,0,0
1,cb,6,京王電鉄,井の頭,新代田,,0,0
1,cb,7,京王電鉄,井の頭,東松原,,0,0
1,cb,8,京王電鉄,井の頭,明大前,,0,0
1,cb,9,京王電鉄,井の頭,永福町,,0,0
1,cb,a,京王電鉄,井の頭,西永福,,0,0
1,cb,b,京王電鉄,井の頭,浜田山,,0,0
1,cb,c,京王電鉄,井の頭,高井戸,,0,0
1,cb,d,京王電鉄,井の頭,富士見ケ丘,,0,0
1,cb,e,京王電鉄,井の頭,久我山,,0,0
1,cb,f,京王電鉄,井の頭,三鷹台,,0,0
1,cb,10,京王電鉄,井の頭,井の頭公園,,0,0
1,cb,11,京王電鉄,井の頭,吉祥寺,,0,0
1,ce,2,東京急行電鉄,東急東横,桜木町,廃止,0,0
1,ce,3,東京急行電鉄,東急東横,高島町,廃止,0,0
1,ce,5,東京急行電鉄,東急東横,横浜,,0,0
1,ce,7,東京急行電鉄,東急東横,反町,,0,0
1,ce,8,東京急行電鉄,東急東横,東白楽,,0,0
1,ce,9,東京急行電鉄,東急東横,白楽,,0,0
1,ce,a,東京急行電鉄,東急東横,妙蓮寺,,0,0
1,ce,c,東京急行電鉄,東急東横,菊名,,0,0
1,ce,e,東京急行電鉄,東急東横,大倉山,,0,0
1,ce,f,東京急行電鉄,東急東横,綱島,,0,0
1,ce,11,東京急行電鉄,東急東横,日吉,,0,0
1,ce,12,東京急行電鉄,東急東横,元住吉,,0,0
1,ce,14,東京急行電鉄,東急東横,武蔵小杉,,0,0
1,ce,16,東京急行電鉄,東急東横,新丸子,,0,0
1,ce,19,東京急行電鉄,東急東横,多摩川,,0,0
1,ce,1a,東京急行電鉄,東急東横,田園調布,,0,0
1,ce,1e,東京急行電鉄,東急東横,自由が丘,,0,0
1,ce,1f,東京急行電鉄,東急東横,都立大学,,0,0
1,ce,20,東京急行電鉄,東急東横,学芸大学,,0,0
1,ce,21,東京急行電鉄,東急東横,祐天寺,,0,0
1,ce,23,東京急行電鉄,東急東横,中目黒,,0,0
1,ce,25,東京急行電鉄,東急東横,代官山,,0,0
1,ce,26,東京急行電鉄,東急東横,渋谷,,0,0
1,cf,12,東京急行電鉄,東急多摩川,蒲田,,0,0
1,cf,14,東京急行電鉄,東急多摩川,矢口渡,,0,0
1,cf,15,東京急行電鉄,東急多摩川,武蔵新田,,0,0
1,cf,16,東京急行電鉄,東急多摩川,下丸子,,0,0
1,cf,17,東京急行電鉄,東急多摩川,鵜の木,,0,0
1,cf,18,東京急行電鉄,東急多摩川,沼部,,0,0
1,cf,19,東京急行電鉄,東急多摩川,多摩川,,0,0
1,cf,1a,東京急行電鉄,東急目黒,田園調布,,0,0
1,cf,1b,東京急行電鉄,東急目黒,奥沢,,0,0
1,cf,1c,東京急行電鉄,東急目黒,大岡山,,0,0
1,cf,1d,東京急行電鉄,東急目黒,洗足,,0,0
1,cf,1e,東京急行電鉄,東急目黒,西小山,,0,0
1,cf,1f,東京急行電鉄,東急目黒,武蔵小山,,0,0
1,cf,20,東京急行電鉄,東急目黒,不動前,,0,0
1,cf,21,東京急行電鉄,東急目黒,目黒,,0,0
1,d0,2,東京急行電鉄,東急大井町,大井町,,0,0
1,d0,3,東京急行電鉄,東急大井町,下神明,,0,0
1,d0,4,東京急行電鉄,東急大井町,戸越公園,,0,0
1,d0,5,東京急行電鉄,東急大井町,中延,,0,0
1,d0,6,東京急行電鉄,東急大井町,荏原町,,0,0
1,d0,7,東京急行電鉄,東急大井町,旗の台,,0,0
1,d0,8,東京急行電鉄,東急大井町,北千束,,0,0
1,d0,1c,東京急行電鉄,東急大井町,大岡山,,0,0
1,d0,1d,東京急行電鉄,東急大井町,緑が丘,,0,0
1,d0,1e,東京急行電鉄,東急大井町,自由が丘,,0,0
1,d0,1f,東京急行電鉄,東急大井町,九品仏,,0,0
1,d0,20,東京急行電鉄,東急大井町,尾山台,,0,0
1,d0,21,東京急行電鉄,東急大井町,等々力,,0,0
1,d0,22,東京急行電鉄,東急大井町,上野毛,,0,0
1,d0,23,東京急行電鉄,東急大井町,二子玉川,,0,0
1,d0,24,東京急行電鉄,東急田園都市,二子新地,大井町線,0,0
1,d0,25,東京急行電鉄,東急田園都市,高津,大井町線,0,0
1,d0,27,東京急行電鉄,東急田園都市,溝の口,大井町線,0,0
1,d0,29,東京急行電鉄,東急田園都市,梶が谷,大井町線,0,0
1,d0,2a,東京急行電鉄,東急田園都市,宮崎台,大井町線,0,0
1,d0,2b,東京急行電鉄,東急田園都市,宮前平,大井町線,0,0
1,d0,2c,東京急行電鉄,東急田園都市,鷺沼,大井町線,0,0
1,d0,2d,東京急行電鉄,東急田園都市,たまプラーザ,大井町線,0,0
1,d0,2e,東京急行電鉄,東急田園都市,あざみ野,大井町線,0,0
1,d0,2f,東京急行電鉄,東急田園都市,江田,大井町線,0,0
1,d0,30,東京急行電鉄,東急田園都市,市が尾,大井町線,0,0
1,d0,31,東京急行電鉄,東急田園都市,藤が丘,大井町線,0,0
1,d0,32,東京急行電鉄,東急田園都市,青葉台,大井町線,0,0
1,d0,33,東京急行電鉄,東急田園都市,田奈,大井町線,0,0
1,d0,35,東京急行電鉄,東急田園都市,長津田,大井町線,0,0
1,d0,37,東京急行電鉄,東急田園都市,つくし野,大井町線,0,0
1,d0,39,東京急行電鉄,東急田園都市,すずかけ台,大井町線,0,0
1,d0,3b,東京急行電鉄,東急田園都市,南町田,大井町線,0,0
1,d0,3d,東京急行電鉄,東急田園都市,つきみ野,大井町線,0,0
1,d0,3f,東京急行電鉄,東急田園都市,中央林間,大井町線,0,0
1,d1,2,東京急行電鉄,東急池上,五反田,,0,0
1,d1,3,東京急行電鉄,東急池上,大崎広小路,,0,0
1,d1,4,東京急行電鉄,東急池上,戸越銀座,,0,0
1,d1,5,東京急行電鉄,東急池上,荏原中延,,0,0
1,d1,7,東京急行電鉄,東急池上,旗の台,,0,0
1,d1,8,東京急行電鉄,東急池上,長原,,0,0
1,d1,9,東京急行電鉄,東急池上,洗足池,,0,0
1,d1,a,東京急行電鉄,東急池上,石川台,,0,0
1,d1,b,東京急行電鉄,東急池上,雪が谷大塚,,0,0
1,d1,c,東京急行電鉄,東急池上,御嶽山,,0,0
1,d1,d,東京急行電鉄,東急池上,久が原,,0,0
1,d1,e,東京急行電鉄,東急池上,千鳥町,,0,0
1,d1,f,東京急行電鉄,東急池上,池上,,0,0
1,d1,10,東京急行電鉄,東急池上,蓮沼,,0,0
1,d1,12,東京急行電鉄,東急池上,蒲田,,0,0
1,d2,2,東京急行電鉄,東急田園都市,渋谷,新玉川線,0,0
1,d2,4,東京急行電鉄,東急田園都市,池尻大橋,新玉川線,0,0
1,d2,6,東京急行電鉄,東急田園都市,三軒茶屋,新玉川線,0,0
1,d2,8,東京急行電鉄,東急田園都市,駒沢大学,新玉川線,0,0
1,d2,a,東京急行電鉄,東急田園都市,桜新町,新玉川線,0,0
1,d2,c,東京急行電鉄,東急田園都市,用賀,新玉川線,0,0
1,d2,e,東京急行電鉄,東急田園都市,二子玉川,新玉川線,0,0
1,d3,6,東京急行電鉄,世田谷,三軒茶屋,,0,0
1,d3,6,東京急行電鉄,世田谷,三軒茶屋,,0,0
1,d3,8,東京急行電鉄,世田谷,西太子堂,,0,0
1,d3,8,東京急行電鉄,世田谷,西太子堂,,0,0
1,d3,9,東京急行電鉄,世田谷,若林,,0,0
1,d3,9,東京急行電鉄,世田谷,若林,,0,0
1,d3,a,東京急行電鉄,世田谷,松陰神社前,,0,0
1,d3,a,東京急行電鉄,世田谷,松陰神社前,,0,0
1,d3,b,東京急行電鉄,世田谷,世田谷,,0,0
1,d3,b,東京急行電鉄,世田谷,世田谷,,0,0
1,d3,c,東京急行電鉄,世田谷,上町,,0,0
1,d3,c,東京急行電鉄,世田谷,上町,,0,0
1,d3,d,東京急行電鉄,世田谷,宮の坂,,0,0
1,d3,d,東京急行電鉄,世田谷,宮の坂,,0,0
1,d3,f,東京急行電鉄,世田谷,山下,,0,0
1,d3,f,東京急行電鉄,世田谷,山下,,0,0
1,d3,11,東京急行電鉄,世田谷,松原,,0,0
1,d3,11,東京急行電鉄,世田谷,松原,,0,0
1,d3,12,東京急行電鉄,世田谷,下高井戸,,0,0
1,d3,12,東京急行電鉄,世田谷,下高井戸,,0,0
1,d3,35,横浜高速鉄道,こどもの国,長津田,,0,0
1,d3,35,横浜高速鉄道,こどもの国,長津田,,0,0
1,d3,37,横浜高速鉄道,こどもの国,恩田,,0,0
1,d3,37,横浜高速鉄道,こどもの国,恩田,,0,0
1,d3,3a,横浜高速鉄道,こどもの国,こどもの国,,0,0
1,d3,3a,横浜高速鉄道,こどもの国,こどもの国,,0,0
1,d4,1,横浜高速鉄道,みなとみらい,横浜,,0,0
1,d4,3,横浜高速鉄道,みなとみらい,新高島,,0,0
1,d4,5,横浜高速鉄道,みなとみらい,みなとみらい,,0,0
1,d4,7,横浜高速鉄道,みなとみらい,馬車道,,0,0
1,d4,9,横浜高速鉄道,みなとみらい,日本大通,,0,0
1,d4,b,横浜高速鉄道,みなとみらい,元町・中華街,,0,0
1,d5,1,京浜急行電鉄,本,泉岳寺,,0,0
1,d5,2,京浜急行電鉄,本,品川,,0,0
1,d5,3,京浜急行電鉄,本,北品川,,0,0
1,d5,4,京浜急行電鉄,本,新馬場,,0,0
1,d5,6,京浜急行電鉄,本,青物横丁,,0,0
